,0
117,Peruvian photographers
3017,Pet Shop Boys members
17989,Peter Mayle
15364,Peter Sellers
4706,Peter Ustinov
2454,Phenomenologists
12595,Phil Collins
18175,Philadelphia High School for Girls alumni
12257,Philanthropists from Illinois
3400,Philanthropists from London
16290,Philanthropists from Maine
10630,Philanthropists from New York (state)
7948,Philanthropists from Washington (state)
8202,Philanthropists from the West Midlands (county)
1487,Philatelic auctioneers
3873,Philip Larkin
17239,Philips Records artists
4378,Phillips Academy alumni
2133,Phillips family (New England)
8737,Philosophers of art
5353,Philosophers of culture
6537,Philosophers of economics
6572,Philosophers of education
10358,Philosophers of history
4654,Philosophers of language
18517,Philosophers of linguistics
3555,Philosophers of literature
12481,Philosophers of logic
16982,Philosophers of love
529,Philosophers of mind
7585,Philosophers of pessimism
18658,Philosophers of psychology
6926,Philosophers of religion
14697,Philosophers of science
6700,Philosophers of sexuality
7396,Philosophers of social science
14945,Philosophers of technology
18053,Philosophers of war
9053,Philosophical anthropology
17717,Philosophical logic
7632,Philosophical pessimists
9066,Philosophical theists
7484,Philosophy academics
3298,Philosophy writers
2638,Photochemists
14724,Photographers from Berlin
430,"Photographers from Birmingham, West Midlands"
4771,Photographers from Glasgow
1012,Photographers from London
9864,Photographers from New York (state)
12854,Photographers from Philadelphia
7406,Photographers from Sussex
3936,Photographers from Yorkshire
2178,Photography in China
3270,Photography in India
7816,Photography in Japan
4601,Photography in Lebanon
3499,Photography in the United Kingdom
916,Physician-scientists
1058,Physicians from Leuven
18004,Physicians of Hammersmith Hospital
3005,"Physicians of St Mary's Hospital, London"
563,Physicists from Northern Ireland
13463,Physics education in the United Kingdom
10029,Piano pedagogues
9199,Pine Crest School alumni
9576,Pink Floyd members
26,Piolet d'Or winners
13197,Piper family
7103,Pirate radio personalities
4683,Pittsburgh Pirates owners
3151,Pixar people
1044,Place of birth missing
16555,Place of birth missing (living people)
7617,Place of death missing
10183,Planetary scientists
10044,Plant-based diet advocates
2152,Planxty members
2723,Plastic Ono Band members
8588,Playbill person ID same as Wikidata
10006,Playbill person template using Wikidata
1063,Players cricketers
16477,Players of American football from New Jersey
10714,Players of American football from New York City
8445,Players of the Berlin Philharmonic
4246,Plays by Ray Cooney
14103,Plays by Willy Russell
5550,Plumian Professors of Astronomy and Experimental Philosophy
13495,Plymouth Argyle F.C. players
3375,Poets Laureate of Virginia
2217,Poets from Arkansas
458,Poets from Cornwall
4971,Poets from Liverpool
12117,Poets from Missouri
6892,Poets from Ohio
4186,Poets from Sydney
4516,Poets from Virginia
5809,Poets from West Bengal
15323,Poker commentators
1633,Poker players from London
841,Polar explorers
14074,Poliakoff family
3841,Police and crime commissioners in England
227,Police detectives
8442,Polish Nobel laureates
7291,Polish agnostics
2046,Polish autobiographers
15838,Polish ballerinas
12521,Polish classical pianists
14024,Polish classical violinists
15513,Polish emigrants to Mexico
2619,Polish emigrants to the United Kingdom
4379,Polish emigrants to the United States
13608,Polish gay artists
16862,Polish gay writers
8156,Polish male weightlifters
8282,Polish people of World War II
61,Polish refugees
5865,Political activists
5867,Political funding in the United Kingdom
3004,Political music artists
12131,Political party founders
16076,Political philosophers
5469,Political prisoners
13771,Politicians awarded knighthoods
12421,Politicians convicted of honest services fraud
12784,Politicians from Belfast
6074,Politicians from Bury St Edmunds
13967,Politicians from Chania
11361,Politicians from Cologne
10863,Politicians from Cornwall
5262,Politicians from County Antrim
8199,Politicians from County Mayo
10289,Politicians from Coventry
16281,Politicians from Edinburgh
13918,Politicians from Florence
18307,Politicians from Glasgow
13510,Politicians from Hamburg
9716,Politicians from Jaipur
2503,Politicians from Kingston upon Hull
2330,Politicians from Lahore
4813,Politicians from Leeds
14541,Politicians from London
17084,Politicians from Manhattan
16857,Politicians from New York City
4658,Politicians from Oslo
13742,"Politicians from Plymouth, Devon"
8198,Politicians from Portsmouth
7593,Politicians from Sheffield
16636,Politicians from Somerset
5747,Politicians from Swansea
10121,Politicians from Toronto
10533,Politicians from Tyne and Wear
10101,Politicians from York
9290,Politicians of the Pro-Euro Conservative Party
721,"Politics of Bath, Somerset"
3069,Politics of Blackburn with Darwen
2763,Politics of Doncaster
15344,Politics of Sheffield
11409,Politics of the Borough of Tunbridge Wells
1516,Politics of the East Riding of Yorkshire
17881,Politics of the London Borough of Brent
13313,Politics of the London Borough of Richmond upon Thames
17664,Politics of the Scottish Borders
15738,Polydor Records artists
5154,Pomona College alumni
6307,Pomona College faculty
2512,Pony books
5494,Pop singers from Northern Ireland
16261,Pop-up book artists
10929,Porsche Motorsports drivers
15011,Portal templates with redlinked portals
4083,Portrait photographers
13815,Portsmouth F.C. managers
2165,Portuguese artists
7108,Portuguese contemporary artists
8928,Portuguese emigrants to the United Kingdom
921,Portuguese painters
5485,Portuguese women artists
17293,Portuguese-language writers
246,Positive psychologists
4068,Post-bop saxophonists
12762,Postcolonial literature
9922,Postgate family
13891,Postminimalist composers
13746,Postmodern architects
17343,Postmodern artists
16730,Postmodern composers
12062,Postmodern feminists
9104,Postmodern writers
2859,Postmodernist filmmakers
16956,Power family
10855,Pre-1928 West Indies cricketers
10223,Pre-Columbian trans-oceanic contact
16414,Prehistorians
13946,Prehistory of Antarctica
14395,Prehistory of the Arctic
695,Premier Foods brands
15345,Premier League Hall of Fame inductees
15578,Premier League managers
12259,Premier League players
1528,Presbyterian socialists
7881,President Records artists
5524,Presidential Medal of Freedom recipients
16113,Presidents of CBS News
2707,Presidents of Chatham House
16910,Presidents of Columbia Pictures
18600,Presidents of FIFA
7768,Presidents of Ireland
16793,Presidents of Kent County Cricket Club
2142,"Presidents of Murray Edwards College, Cambridge"
1979,Presidents of Rockefeller University
1269,"Presidents of St John's College, Oxford"
11356,Presidents of Surrey County Cricket Club
7153,Presidents of The Planetary Society
13850,"Presidents of Trinity College, Oxford"
3253,"Presidents of Wolfson College, Oxford"
15398,Presidents of World Sailing
3199,Presidents of Yorkshire County Cricket Club
1394,Presidents of the Academy of Motion Picture Arts and Sciences
6180,Presidents of the Alpine Club (UK)
7860,Presidents of the American Academy of Arts and Letters
13732,Presidents of the American Film Institute
7934,Presidents of the Aristotelian Society
14277,Presidents of the Association for Computing Machinery
18841,Presidents of the Association for Science Education
10966,Presidents of the Board of Trade
1232,Presidents of the British Academy
232,Presidents of the British Computer Society
1411,Presidents of the British Medical Association
1122,Presidents of the British Science Association
13684,Presidents of the British Sociological Association
16042,Presidents of the Cambridge Union
6515,Presidents of the Classical Association
14924,Presidents of the Critics' Circle
14159,Presidents of the English Centre of PEN
17791,Presidents of the European Commission
7383,Presidents of the European Council
18898,Presidents of the History of Medicine Society
7239,Presidents of the Independent Society of Musicians
3928,Presidents of the Institute of Physics
12863,Presidents of the International Association of Athletics Federations
14830,Presidents of the International Cricket Council
6046,Presidents of the International Federation of Library Associations and Institutions
2373,Presidents of the International Geographical Union
10359,Presidents of the International Olympic Committee
1563,Presidents of the International Paralympic Committee
498,Presidents of the Liberal Democrats (UK)
17935,Presidents of the Liberal International
15250,Presidents of the Liberal Party (UK)
16869,Presidents of the Linnean Society of London
18899,Presidents of the Marylebone Cricket Club
17276,Presidents of the Medical Women's Federation
5319,Presidents of the Methodist Conference
17674,Presidents of the National Rifle Association
4365,Presidents of the National Union of Mineworkers (Great Britain)
1719,Presidents of the National Union of Students (United Kingdom)
11241,Presidents of the Organising Committees for the Olympic Games
6387,Presidents of the Osler Club of London
11829,Presidents of the Oxford Union
13294,Presidents of the Oxford University Conservative Association
11033,Presidents of the Party of European Socialists
13761,Presidents of the Poetry Society
6334,Presidents of the Royal Academy of Engineering
10628,Presidents of the Royal Anthropological Institute of Great Britain and Ireland
3350,Presidents of the Royal Astronomical Society
13519,Presidents of the Royal College of Nursing
16763,Presidents of the Royal College of Physicians
10973,Presidents of the Royal Geographical Society
495,Presidents of the Royal Institute of British Architects
14995,Presidents of the Royal Society
7921,Presidents of the Royal Society of Chemistry
15614,Presidents of the Royal Society of Edinburgh
7260,Presidents of the Royal Society of Literature
10917,Presidents of the Royal Society of Medicine
3206,Presidents of the Screen Actors Guild
7053,Presidents of the Smeatonian Society of Civil Engineers
4640,Presidents of the Society of Antiquaries of London
14473,Presidents of the Society of Authors
4904,Presidents of the Trades Union Congress
6409,Presiding Officers of the Scottish Parliament
10296,Press Holdings
13485,Press TV people
12353,Press secretaries
9390,Prestige Records artists
16902,Preston North End F.C. players
4781,Previn family
11148,Pre–World War I spies
1995,Prima ballerina assolutas
18434,Prima ballerinas
4205,Primatologists
11680,Prime Ministers of Norway
11421,Prime Ministers of Pakistan
318,Prime Ministers of the United Kingdom
5596,Primeira Liga managers
11518,Primetime Emmy Award winners
17749,Princess Grace Awards winners
18864,"Princess Margaret, Countess of Snowdon"
14648,Princesses by marriage
14069,Princesses of Monaco
8620,Princeton Day School alumni
18326,Princeton University School of Architecture alumni
7380,Princeton University alumni
6021,Princeton University faculty
17892,Principal Private Secretaries to the Prime Minister
5473,Principal Private Secretaries to the Secretary of State for Foreign and Commonwealth Affairs
1086,Principal dancers of The Royal Ballet
10166,Principals of King's College London
15577,"Principals of Mansfield College, Oxford"
9796,"Principals of Newnham College, Cambridge"
9762,"Principals of St Edmund Hall, Oxford"
6982,"Principals of St Hugh's College, Oxford"
5691,"Principals of St Stephen's House, Oxford"
2113,Principals of the Royal Academy of Music
7199,Principals of the University of St Andrews
4104,Prison reformers
13036,Prison stubs
8868,Prisoners and detainees of England and Wales
17870,Prisoners and detainees of Japan
11599,Prisoners and detainees of Myanmar
189,Prisoners and detainees of Vietnam
10986,Prisoners and detainees of the British military
11783,Prisoners and detainees of the People's Republic of China
544,Prisoners and detainees of the United Kingdom
10218,Prisoners in the Tower of London
12105,Prisoners of war held at Colditz Castle
11492,Prisoners of war held by Iraq
14118,Prisoners sentenced to life imprisonment by Germany
11225,Pritzker Architecture Prize winners
11098,Private Eye contributors
9483,Private Music artists
3093,Private Secretaries to the Sovereign
14677,Private equity and venture capital investors
5126,Private secretaries in the British Civil Service
11304,Prix Benois de la Danse jurors
2925,Prix Benois de la Danse winners
7168,Prix Femina Étranger winners
13886,Prix Italia winners
9287,Prix Médicis essai winners
8338,Prix Médicis étranger winners
13799,Prix de Lausanne winners
4586,Prize-winners of the ARD International Music Competition
4038,Prize-winners of the Ferruccio Busoni International Piano Competition
471,Prize-winners of the International Chopin Piano Competition
7740,Prize-winners of the International Tchaikovsky Competition
7808,Prize-winners of the Leeds International Pianoforte Competition
9627,Prize-winners of the Queen Elisabeth Competition
15534,"Probate, Divorce and Admiralty Division judges"
7562,Probation and parole officers
1437,Procter & Gamble brands
10330,Producers who won the Best Picture Academy Award
5661,Product designers
7197,Professional divers
18259,Professional tennis players before the Open Era
15221,Professional tennis promoters
2488,Professors of Gresham College
1932,Professors of Physical Chemistry (Cambridge)
12298,Progressive Conservative Party of Canada candidates for the Canadian House of Commons
7487,"Progressive Party (United States, 1948) politicians"
15659,Progressive big band bandleaders
10062,Progressive pop musicians
18291,Progressive rock drummers
4652,Progressive rock guitarists
7982,Progressive rock keyboardists
12924,Progressive rock musicians
2991,Progressive rock organists
12857,Progressive rock pianists
4646,Progressivism in Canada
12444,Proletarian literature
6839,Proper Records artists
16350,Proponents of Islamic feminism
2947,Prosecutors of the International Military Tribunal in Nuremberg
12145,Protopunk musicians
8171,Provosts of Eton College
3428,"Provosts of King's College, Cambridge"
13841,Provosts of University College London
1120,"Provosts of Worcester College, Oxford"
4491,Prudential plc
16180,Pseudoarchaeologists
18205,Pseudohistorians
3832,Pseudonymous women writers
16529,Psi Records artists
12745,Psychiatric nurses
12598,Psychiatrist stubs
9602,Psychogeographers
2867,Psychologists of religion
6536,Psychology educators
10336,Psychology writers
7434,Psychopathy writers
6377,Public relations theorists
15437,Publishers (people) from London
15296,Puerto Rican rappers
11521,Pugwash Conferences on Science and World Affairs
17200,Pulitzer Prize for Biography or Autobiography winners
17048,Pulitzer Prize for Drama winners
3223,Pulitzer Prize for Fiction winners
2557,Pulitzer Prize for General Non-Fiction winners
18838,Pulitzer Prize for Music winners
5742,Pulitzer Prize for Poetry winners
16437,Pulp (band) members
4343,Pulp fiction writers
2720,Punch (magazine) cartoonists
14086,Punch (magazine) people
2045,Punjabi people
1043,Punk poets
16499,Pupils of Aaron Copland
8196,Pupils of Allauddin Khan
5257,Pupils of Arnold Schoenberg
4783,Pupils of Artur Schnabel
15065,Pupils of Béla Bartók
15341,Pupils of Charles Villiers Stanford
6908,Pupils of Cornelius Cardew
16460,Pupils of Darius Milhaud
9518,Pupils of Earl Kim
15474,Pupils of Egon Petri
18685,Pupils of Goffredo Petrassi
6475,Pupils of Isidor Philipp
10753,Pupils of La Monte Young
11106,Pupils of Lennox Berkeley
13819,Pupils of Maria Curcio
4960,Pupils of Milton Babbitt
8708,Pupils of Paul Vidal
10354,Pupils of Roger Sessions
17503,Pupils of Rosario Scalero
12841,Pupils of Rubin Goldmark
14622,Pupils of Theodor Leschetizky
6777,Pupils of Tobias Matthay
11300,Puppet stubs
3277,Puppets
15454,Puzzle designers
6364,Pye Records artists
8702,QI
3517,Quadrant (magazine) people
3369,Quaker writers
13281,Quakers from Northern Ireland
12895,Quantum biology
1646,Quantum mind
3948,Quantum physicists
13936,Queen (band) members
13989,Queen + Adam Lambert members
5903,Queen + Paul Rodgers members
6361,Queen Victoria's Rifles soldiers
17020,Queen mothers
14267,Queen's Bench Division judges
12255,Queen's Own Cameron Highlanders officers
14588,Queen's Own Cameron Highlanders soldiers
17113,Queen's Own Yeomanry officers
12622,Queen's Royal Regiment officers
4784,Queen's Westminsters officers
13353,"Queens College, City University of New York alumni"
12746,Queensland Greats
16201,Queensland cricketers
14365,Question Time (TV programme)
17589,RCA Records artists
18200,RCA Victor artists
1209,RITA Award winners
6844,RKO Pictures contract players
14922,ROIR artists
3455,RSO Records artists
8085,RT (TV network) people
12351,RTÉ Radio 1 presenters
18718,RTÉ television presenters
8699,Rabbis from London
17277,Race-related controversies in the United Kingdom
10473,Racehorse owners and breeders
17324,Racing drivers from London
124,Racing drivers from Sydney
15720,Racing drivers from Victoria (Australia)
6266,Racing drivers who died while racing
16420,Racism in the United Kingdom
2531,Radar Records artists
4034,Radar pioneers
4331,Radcliffe College alumni
5421,Radcliffe fellows
566,Radiation health effects researchers
18138,Radical centrist writers
13870,Radical feminists
7958,Radio City DJs
12382,Radio Luxembourg (English) presenters
7865,Radio and television announcers
2543,Radio astronomers
17590,Radio critics
7200,Radio personalities from Connecticut
94,Radio personalities from Minnesota
17255,Radio personalities from New Jersey
5427,Radio personalities from New York City
8169,Radio personalities from Northern Ireland
10786,Radio presenters from Liverpool
12722,Radio presenters from London
14643,Radiohead members
14671,Ragtime composers
9883,Ragtime pianists
8808,Rahway High School alumni
13701,Rail transport writers
8024,Rajasthani people
7411,Rajneesh movement
13995,Rak Records artists
17449,Rambert Dance Company dancers
5426,Ramon Magsaysay Award winners
5832,Randy Newman
2967,Rausing family
1793,Ravenscroft School alumni
7382,Razor & Tie artists
14196,Real Madrid CF players
17543,Reality show winners
10297,Recipients of American gubernatorial pardons
18120,Recipients of American presidential pardons
15464,Recipients of Hilal-i-Imtiaz
7721,Recipients of Hilal-i-Pakistan
11108,Recipients of Ischia International Journalism Award
13081,Recipients of Kalidas Samman
11034,Recipients of Medal of Merit (Czech Republic)
7014,Recipients of Pravasi Bharatiya Samman
8506,Recipients of Princess of Asturias Awards
18101,"Recipients of orders, decorations, and medals of Ethiopia"
8575,"Recipients of orders, decorations, and medals of Senegal"
2895,"Recipients of orders, decorations, and medals of Sudan"
18892,Recipients of the AIA Gold Medal
12404,Recipients of the Air Force Cross (United Kingdom)
15060,Recipients of the Air Force Distinguished Service Medal
10019,Recipients of the Air Medal
8835,Recipients of the Albert Lasker Award for Basic Medical Research
11724,Recipients of the Australian Sports Medal
9543,Recipients of the Austrian Cross of Honour for Science and Art
17475,"Recipients of the Austrian Cross of Honour for Science and Art, 1st class"
17004,Recipients of the Austrian Decoration for Science and Art
15401,Recipients of the Austrian State Prize
9801,Recipients of the Benemerenti medal
4218,Recipients of the Bharat Ratna
14669,Recipients of the British Empire Medal
6100,Recipients of the Bronze Wolf Award
6010,Recipients of the Centenary Medal
10668,Recipients of the Civic Decoration
15922,"Recipients of the Civil Order of Alfonso X, the Wise"
17354,Recipients of the Coast Guard Distinguished Service Medal
13413,Recipients of the Commendation for Valuable Service in the Air
9556,Recipients of the Copley Medal
1024,Recipients of the Croix de Guerre 1914–1918 (France)
5884,Recipients of the Croix de Guerre 1939–1945 (France)
8907,Recipients of the Croix de guerre (Belgium)
8244,Recipients of the Cross of Recognition
7801,Recipients of the Cross of Valour (Greece)
13245,Recipients of the Cross of the Order of Merit of the Federal Republic of Germany
9186,Recipients of the Czechoslovak War Cross
3252,Recipients of the Dalton Medal
5711,Recipients of the Decoration of Honour for Services to the Republic of Austria
8366,Recipients of the Defense Distinguished Service Medal
13075,Recipients of the Defense Superior Service Medal
7076,Recipients of the Distinguished Conduct Medal
8573,Recipients of the Distinguished Flying Cross (United Kingdom)
6457,Recipients of the Distinguished Flying Cross (United States)
16365,Recipients of the Distinguished Service Cross (United Kingdom)
9268,Recipients of the Distinguished Service Medal (US Army)
7101,Recipients of the Distinguished Service Medal (United Kingdom)
238,Recipients of the Four Freedoms Award
9111,Recipients of the Friendship Order
13962,Recipients of the Fukuoka Prize
13691,Recipients of the Gallantry Cross (Vietnam)
8182,Recipients of the Gandhi Peace Prize
6505,Recipients of the George Medal
45,Recipients of the Gold Bauhinia Star
7634,Recipients of the Gold Medal for Merit to Culture – Gloria Artis
2084,Recipients of the Gold Medal of the Royal Astronomical Society
2580,Recipients of the Grahame Clark Medal
8343,Recipients of the Grand Decoration for Services to the Republic of Austria
9295,Recipients of the Great Cross of the National Order of Scientific Merit (Brazil)
12596,Recipients of the Hummingbird Medal
1749,Recipients of the Illis quorum
2517,"Recipients of the Iron Cross (1914), 2nd class"
1538,Recipients of the Irving G. Thalberg Memorial Award
3341,Recipients of the King's Medal of Merit in gold
15876,Recipients of the Lasker-DeBakey Clinical Medical Research Award
17139,Recipients of the Legion of Honour
2350,Recipients of the Legion of Merit
17577,Recipients of the Léonie Sonning Music Prize
6106,Recipients of the Medal of Freedom
9155,Recipients of the Medal of the Order of Australia
5649,Recipients of the Medal of the Presidency of the Italian Republic
17641,Recipients of the Medal of the Royal College of Organists
17348,Recipients of the Meritorious Service Decoration
3674,Recipients of the Military Cross
1428,Recipients of the Military Medal
419,Recipients of the Musgrave Medal
289,Recipients of the National Order of Merit (Romania)
3035,Recipients of the Navy Cross (United States)
5468,Recipients of the Navy Distinguished Service Medal
5887,Recipients of the New Zealand Suffrage Centennial Medal 1993
17680,Recipients of the Olympic Order
12458,Recipients of the Order of Cultural Merit (Korea)
9920,Recipients of the Order of Distinction
10673,Recipients of the Order of Friendship of Peoples
16348,Recipients of the Order of Ikhamanga
1640,Recipients of the Order of Independence (Jordan)
8104,Recipients of the Order of Isabella the Catholic
9954,Recipients of the Order of Kutuzov
12490,Recipients of the Order of Merit (Egypt)
5240,Recipients of the Order of Merit (Jamaica)
2235,Recipients of the Order of Merit (Lebanon)
223,"Recipients of the Order of Merit (Ukraine), 3rd class"
1486,Recipients of the Order of Merit of Baden-Württemberg
10346,Recipients of the Order of Merit of Berlin
17121,Recipients of the Order of Merit of the Federal Republic of Germany
6489,Recipients of the Order of Merit of the Italian Republic
844,Recipients of the Order of Merit of the Republic of Poland
16584,Recipients of the Order of Merit of the Republic of Turkey
12607,Recipients of the Order of Orange-Nassau
7107,Recipients of the Order of Polonia Restituta
6259,Recipients of the Order of Saint-Charles
13536,"Recipients of the Order of Suvorov, 1st class"
17159,Recipients of the Order of Tomáš Garrigue Masaryk
13149,Recipients of the Order of Victory
14509,Recipients of the Order of the Caribbean Community
17137,Recipients of the Order of the Companions of O. R. Tambo
14765,"Recipients of the Order of the Cross of Terra Mariana, 1st Class"
12680,"Recipients of the Order of the Cross of Terra Mariana, 2nd Class"
6893,"Recipients of the Order of the Cross of Terra Mariana, 3rd Class"
2931,Recipients of the Order of the House of Orange
6466,Recipients of the Order of the Lion of Finland
14281,Recipients of the Order of the Netherlands Lion
17849,Recipients of the Order of the Red Banner of Labour
15518,Recipients of the Order of the Rising Sun
10348,"Recipients of the Order of the Rising Sun, 2nd class"
350,Recipients of the Order of the Sun of Peru
7285,Recipients of the Order of the Sword (United States)
17225,Recipients of the Order of the Tower and Sword
10910,Recipients of the Ordre des Arts et des Lettres
1642,Recipients of the Padma Bhushan in arts
18216,Recipients of the Padma Bhushan in literature & education
11604,Recipients of the Padma Bhushan in social work
3462,Recipients of the Padma Shri in arts
14936,Recipients of the Padma Shri in literature & education
18465,Recipients of the Padma Shri in medicine
18408,Recipients of the Padma Vibhushan in arts
1571,Recipients of the Padma Vibhushan in science & engineering
13195,Recipients of the Padma Vibhushan in sports
14145,Recipients of the Paralympic Order
6894,Recipients of the Polar Medal
11610,Recipients of the Pour le Mérite (civil class)
9873,Recipients of the Praemium Imperiale
757,Recipients of the President's Medal (British Academy)
5344,Recipients of the Presidential Medal of Distinction of Israel
1512,Recipients of the Pride of Performance
17423,Recipients of the Queen's Commendation for Brave Conduct
7472,Recipients of the Ronald Reagan Freedom Award
1779,Recipients of the Royal Geographical Society Patron's Medal
2829,Recipients of the Royal Gold Medal
5430,Recipients of the Sahitya Akademi Award in English
6991,Recipients of the Sangeet Natak Akademi Award
8478,Recipients of the Sangeet Natak Akademi Fellowship
10132,Recipients of the Sea Gallantry Medal
13179,Recipients of the Silver Cross of the Virtuti Militari
13372,Recipients of the Silver Fish Award
10143,Recipients of the Silver Medal of Jan Masaryk
12724,Recipients of the Silver Star
15628,Recipients of the Trinity Cross
13253,Recipients of the War Cross for Military Valor
12832,Reconnaissance Corps officers
9068,Record collectors
5110,Record producers from Connecticut
18368,Record producers from Michigan
15584,Record producers from New York (state)
13890,Recreational mathematicians
10200,Rectors of Imperial College London
47,Rectors of the Royal College of Art
13040,Rectors of the University of Aberdeen
883,Rectors of the University of Dundee
4984,Rectors of the University of Edinburgh
2009,Rectors of the University of Glasgow
15527,Rectors of the University of St Andrews
6321,Red Baron Records artists
16297,Red Clydeside
5633,Red Cross personnel
10607,Red Guards
9812,Red Onion Jazz Babies members
1934,Redgrave family
397,Redundant infobox title param
11072,Reed boats
1763,Reeves family
16811,Referendum Party politicians
9271,Reform UK parliamentary candidates
5185,Refugees ennobled in the United Kingdom
7384,Refugees in the United Kingdom
5316,Regius Professors of Medicine (University of Oxford)
8703,Religious comedy and humour
10899,Religious controversies in stand-up comedy
13046,Rembrandt scholars
12042,Remixers
10538,Replications of ancient voyages
10509,Reprise Records artists
12660,Republic of Ireland national football team managers
8385,Researchers in Rapa Nui archaeology
5380,Resonator guitarists
6635,Respect Party parliamentary candidates
17021,Respect Party politicians
14116,Respiratory disease deaths in New South Wales
16533,Respiratory disease deaths in New York (state)
17140,Restaurant founders
18118,Reuben Award winners
1997,Reuters
1151,"Revolutionary Communist Party (UK, 1944) members"
11259,Rhetoric theorists
18796,Rhetoricians
3149,Rhino Records artists
11799,Rhode Island School of Design alumni
11031,Rhode Island School of Design alumni in music
4178,Rhodes Trustees
3074,Rhodes University alumni
2274,Rhodesian novelists
15276,Rhythm guitarists
16806,Rice University faculty
3986,Richard Curtis
10329,Richard Dawkins
224,Richard Rogers
11133,Richard Tucker Award winners
3105,Richmond F.C. players
7925,Rick Wakeman
7880,Ricky Gervais
983,Ridgewood High School (New Jersey) alumni
10118,Ridley College alumni
964,Rifle Brigade officers
11707,Rifle Brigade soldiers
3744,Rivers School alumni
10789,Riverside Records artists
18850,RoNA Award winners
6686,Road crew
11371,Road incident deaths in California
1017,Road incident deaths in England
13681,Road incident deaths in London
6693,Road incident deaths in Monaco
8071,Road incident deaths in Thailand
1489,Roald Dahl
13888,Rob Walker Racing Team Formula One drivers
5912,Robert Maxwell
13767,Robin Fox family
6875,Robot Wars (TV series) presenters
10565,Rock Bottom Remainders members
4793,Rock DJs
18731,Rock and Roll Hall of Fame template with ID not in Wikidata
7530,Rock and roll musicians
14555,Rock songwriters
7557,Rocket Records artists
14999,Roger Waters
11406,Rogers family
17890,Role-playing game designers
3374,Rolf Harris
11546,Rolleston family
1097,Roman Catholic activists
4381,Roman Catholic writers
16334,Romani male actors
8351,Romani-speaking people
15937,Romanian children's writers
10710,Romanian defectors
10257,Romanian expatriates in the United States
13338,Romanian journalists
8819,Romanian operatic sopranos
14864,Romanian translators
13827,Romanian women children's writers
325,Romanian women poets
10463,Romanian–English translators
17810,Rose Mary Crawshay Prize winners
1923,Rose of Tralee hosts
5913,Rothschild & Co people
2786,Rothschild family
10683,Rotten Tomatoes template using name parameter
938,Rough Trade Records artists
1075,Roulette Records artists
11125,Rouse Ball Professors of Mathematics (University of Oxford)
9404,Roux family
524,Rowan Atkinson
8353,Rowers at the 1920 Summer Olympics
1694,Rowers at the 1928 Summer Olympics
14189,Rowers at the 1936 Summer Olympics
405,Rowers at the 1952 Summer Olympics
12010,Rowers at the 1992 Summer Olympics
16887,Rowers at the 1996 Summer Olympics
9575,Rowers at the 2000 Summer Olympics
4473,Rowers at the 2004 Summer Olympics
15671,Rowers at the 2008 Summer Olympics
778,Rowers at the 2012 Summer Olympics
2569,Rowers at the 2016 Summer Olympics
13539,Roxbury Latin School alumni
9693,Roxy Music members
4515,Royal Academicians
16872,Royal Air Force Medical Service officers
16129,Royal Air Force Physical Training instructors
260,Royal Air Force Regiment
9565,Royal Air Force Volunteer Reserve personnel of World War II
7436,Royal Air Force airmen
3857,Royal Air Force cricketers
12187,Royal Air Force group captains
9589,Royal Air Force officers
8682,Royal Air Force personnel killed in World War II
17976,Royal Air Force personnel of World War I
7753,Royal Air Force personnel of World War II
11709,Royal Air Force personnel of the Malayan Emergency
10252,Royal Air Force pilots of World War II
10033,Royal Air Force recipients of the Victoria Cross
1508,Royal Air Force rugby union players
3956,Royal Air Force squadron leaders
13401,Royal Air Force wing commanders
15156,Royal Albert Hall
12541,Royal Armoured Corps officers
6366,Royal Armoured Corps soldiers
10712,Royal Army Chaplains' Department officers
10689,Royal Army Educational Corps officers
2825,Royal Army Educational Corps soldiers
5158,Royal Army Medical Corps officers
247,Royal Army Medical Corps soldiers
18353,Royal Army Ordnance Corps soldiers
1785,Royal Army Pay Corps officers
1206,Royal Army Pay Corps soldiers
17938,Royal Army Physical Training Corps soldiers
10003,Royal Army Service Corps officers
10000,Royal Army Service Corps soldiers
2389,Royal Artillery officers
11616,Royal Artillery personnel
7235,Royal Artillery soldiers
8043,Royal Australian Air Force airmen
7207,Royal Australian Air Force officers
16296,Royal Australian Air Force personnel of World War II
18005,Royal Canadian Air Force officers
8332,Royal Canadian Air Force personnel of World War II
15332,Royal Canadian Engineers officers
14545,Royal Canadian Geographical Society fellows
15467,Royal Canadian Mounted Police officers
1553,Royal Canadian Navy personnel
16266,Royal Concertgebouw Orchestra chief conductors
4382,Royal Corps of Signals officers
4163,Royal Corps of Signals soldiers
14499,Royal Designers for Industry
17469,Royal Electrical and Mechanical Engineers soldiers
16137,Royal Engineers officers
7528,Royal Engineers soldiers
12125,Royal Field Artillery officers
5699,Royal Field Artillery soldiers
17599,Royal Flying Corps officers
10944,Royal Flying Corps personnel
141,Royal Fusiliers officers
3326,Royal Fusiliers soldiers
12781,Royal Green Jackets officers
10936,Royal Green Jackets soldiers
2099,Royal Hampshire Regiment officers
9056,Royal Hampshire Regiment soldiers
12016,Royal Horse Guards officers
7586,Royal Horticultural Society
12297,Royal Institute of British Architects
18081,Royal Leicestershire Regiment officers
3488,Royal Lincolnshire Regiment soldiers
2771,Royal Logistic Corps officers
1672,Royal Marines Band Service
16985,Royal Marines Commando officers
14794,Royal Marines officers
